"@SiteCode","@SiteName","@SiteType","@Latitude","@Longitude","@LatitudeWGS84","@LongitudeWGS84","@SiteLink","@DataOwner","@DataManager","_tag","@SpeciesCode","@SpeciesDescription","@Year","@ObjectiveName","@Value","@Achieved"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2008","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","2","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2012","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","0","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2005","Capture Rate (%)","99","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2006","Capture Rate (%)","99","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2007","Capture Rate (%)","100","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2008","Capture Rate (%)","100","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2010","Capture Rate (%)","95","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2011","Capture Rate (%)","93","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2012","Capture Rate (%)","30","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2004","200 ug/m3 as a 1 hour mean, not to be exceeded more than 18 times a year","5","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2005","200 ug/m3 as a 1 hour mean, not to be exceeded more than 18 times a year","2","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2006","200 ug/m3 as a 1 hour mean, not to be exceeded more than 18 times a year","1","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2007","200 ug/m3 as a 1 hour mean, not to be exceeded more than 18 times a year","8","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2000","40 ug/m3 as an annual mean","42","NO"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2001","40 ug/m3 as an annual mean","40","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2002","40 ug/m3 as an annual mean","34","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2003","40 ug/m3 as an annual mean","38","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2004","40 ug/m3 as an annual mean","37","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2005","40 ug/m3 as an annual mean","37","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2006","40 ug/m3 as an annual mean","38","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2007","40 ug/m3 as an annual mean","36","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2008","40 ug/m3 as an annual mean","33","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2009","40 ug/m3 as an annual mean","34","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2010","40 ug/m3 as an annual mean","32","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2011","40 ug/m3 as an annual mean","31","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2012","40 ug/m3 as an annual mean","37","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2000","Capture Rate (%)","37","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2001","Capture Rate (%)","95","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2002","Capture Rate (%)","72","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2003","Capture Rate (%)","85","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2004","Capture Rate (%)","92","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2006","Capture Rate (%)","94","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2007","Capture Rate (%)","98","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2008","Capture Rate (%)","100","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2009","Capture Rate (%)","97","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2012","Capture Rate (%)","30","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2000","40 ug/m3 as an annual mean","21","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2001","40 ug/m3 as an annual mean","23","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2003","40 ug/m3 as an annual mean","26","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2004","40 ug/m3 as an annual mean","22","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2005","40 ug/m3 as an annual mean","23","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2007","40 ug/m3 as an annual mean","20","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2008","40 ug/m3 as an annual mean","19","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2009","40 ug/m3 as an annual mean","20","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2010","40 ug/m3 as an annual mean","20","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2011","40 ug/m3 as an annual mean","21","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2012","40 ug/m3 as an annual mean","26","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2000","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","0","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2001","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","6","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2002","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","8","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2003","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","25","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2004","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","7","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2005","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","19","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2006","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","10","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2007","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","11","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2008","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","5","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2010","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","1","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2012","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","7","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2000","Capture Rate (%)","20","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2001","Capture Rate (%)","81","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2002","Capture Rate (%)","100","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2003","Capture Rate (%)","99","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2005","Capture Rate (%)","99","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2006","Capture Rate (%)","99","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2007","Capture Rate (%)","100","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2008","Capture Rate (%)","100","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2010","Capture Rate (%)","95","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2011","Capture Rate (%)","93","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2012","Capture Rate (%)","30","YES"
"BN3","Barnet - Strawberry Vale ","Urban Background","51.6008848453589","-0.172297542087178","6728279.54795","-19180.0746501","http://www.londonair.org.uk/london/asp/publicstats.asp?site=BN3","Barnet","King's College London","Site","","","","","",""
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2000","40 ug/m3 as an annual mean","44","NO"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2001","Capture Rate (%)","89","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2002","Capture Rate (%)","37","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2000","40 ug/m3 as an annual mean","23","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2002","40 ug/m3 as an annual mean","28","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2000","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","2","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2001","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","12","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2002","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","10","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2000","Capture Rate (%)","38","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2001","Capture Rate (%)","99","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2002","Capture Rate (%)","34","YES"
"BP0","Westminster - Bridge Place","Urban Background","51.4938505656999","-0.143808451030166","6709119.5015","-16008.6835404","http://www.londonair.org.uk/london/asp/publicstats.asp?site=BP0","Westminster","King's College London","Site","","","","","",""
"","","","","","","","","","","Objective","CO","Carbon Monoxide","1993","Capture Rate (%)","96","YES"
"","","","","","","","","","","Objective","CO","Carbon Monoxide","1994","Capture Rate (%)","98","YES"
"","","","","","","","","","","Objective","CO","Carbon Monoxide","1995","Capture Rate (%)","97","YES"
"","","","","","","","","","","Objective","CO","Carbon Monoxide","1996","Capture Rate (%)","98","YES"
"","","","","","","","","","","Objective","CO","Carbon Monoxide","1997","Capture Rate (%)","80","YES"
"","","","","","","","","","","Objective","CO","Carbon Monoxide","1998","Capture Rate (%)","95","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","1993","200 ug/m3 as a 1 hour mean, not to be exceeded more than 18 times a year","9","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","1994","200 ug/m3 as a 1 hour mean, not to be exceeded more than 18 times a year","59","NO"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","1995","200 ug/m3 as a 1 hour mean, not to be exceeded more than 18 times a year","45","NO"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","1996","200 ug/m3 as a 1 hour mean, not to be exceeded more than 18 times a year","26","NO"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","1997","200 ug/m3 as a 1 hour mean, not to be exceeded more than 18 times a year","22","NO"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","1998","200 ug/m3 as a 1 hour mean, not to be exceeded more than 18 times a year","1","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","1999","200 ug/m3 as a 1 hour mean, not to be exceeded more than 18 times a year","0","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","1995","40 ug/m3 as an annual mean","64","NO"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","1996","40 ug/m3 as an annual mean","64","NO"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","1997","40 ug/m3 as an annual mean","60","NO"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","1998","40 ug/m3 as an annual mean","58","NO"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","1999","40 ug/m3 as an annual mean","61","NO"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","1993","Capture Rate (%)","99","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","1994","Capture Rate (%)","99","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","1995","Capture Rate (%)","97","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","1996","Capture Rate (%)","98","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","1998","Capture Rate (%)","98","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","1999","Capture Rate (%)","85","YES"
"","","","","","","","","","","Objective","O3","Ozone","1993","100 ug/m3 as an 8 hour mean, not to be exceeded more than 10 times a year","6","YES"
"","","","","","","","","","","Objective","O3","Ozone","1994","100 ug/m3 as an 8 hour mean, not to be exceeded more than 10 times a year","14","NO"
"","","","","","","","","","","Objective","O3","Ozone","1995","100 ug/m3 as an 8 hour mean, not to be exceeded more than 10 times a year","0","YES"
"","","","","","","","","","","Objective","O3","Ozone","1996","100 ug/m3 as an 8 hour mean, not to be exceeded more than 10 times a year","7","YES"
"","","","","","","","","","","Objective","O3","Ozone","1997","100 ug/m3 as an 8 hour mean, not to be exceeded more than 10 times a year","5","YES"
"","","","","","","","","","","Objective","O3","Ozone","1998","100 ug/m3 as an 8 hour mean, not to be exceeded more than 10 times a year","2","YES"
"","","","","","","","","","","Objective","O3","Ozone","1999","100 ug/m3 as an 8 hour mean, not to be exceeded more than 10 times a year","13","NO"
"","","","","","","","","","","Objective","O3","Ozone","1993","Capture Rate (%)","97","YES"
"","","","","","","","","","","Objective","O3","Ozone","1994","Capture Rate (%)","94","YES"
"","","","","","","","","","","Objective","O3","Ozone","1995","Capture Rate (%)","68","YES"
"","","","","","","","","","","Objective","O3","Ozone","1996","Capture Rate (%)","91","YES"
"","","","","","","","","","","Objective","O3","Ozone","1997","Capture Rate (%)","94","YES"
"","","","","","","","","","","Objective","O3","Ozone","1999","Capture Rate (%)","87","YES"
"","","","","","","","","","","Objective","SO2","Sulphur Dioxide","1995","266 ug/m3 as a 15 minute mean, not to be exceeded more than 35 times a year","42","NO"
"","","","","","","","","","","Objective","SO2","Sulphur Dioxide","1997","266 ug/m3 as a 15 minute mean, not to be exceeded more than 35 times a year","0","YES"
"","","","","","","","","","","Objective","SO2","Sulphur Dioxide","1998","266 ug/m3 as a 15 minute mean, not to be exceeded more than 35 times a year","0","YES"
"","","","","","","","","","","Objective","SO2","Sulphur Dioxide","1999","266 ug/m3 as a 15 minute mean, not to be exceeded more than 35 times a year","0","YES"
"","","","","","","","","","","Objective","SO2","Sulphur Dioxide","1995","Capture Rate (%)","95","YES"
"","","","","","","","","","","Objective","SO2","Sulphur Dioxide","1997","Capture Rate (%)","91","YES"
"","","","","","","","","","","Objective","SO2","Sulphur Dioxide","1998","Capture Rate (%)","97","YES"
"","","","","","","","","","","Objective","SO2","Sulphur Dioxide","1999","Capture Rate (%)","85","YES"
"BQ5","Bexley - Manor Road West Gravimetric","Industrial","51.4781935083933","0.187404883999095","6706322.58301","20868.1743831","http://www.londonair.org.uk/london/asp/publicstats.asp?site=BQ5","Bexley","King's College London","Site","","","","","",""
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2010","40 ug/m3 as an annual mean","31","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2011","40 ug/m3 as an annual mean","29","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2012","40 ug/m3 as an annual mean","27","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2013","40 ug/m3 as an annual mean","34","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2014","40 ug/m3 as an annual mean","29","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2010","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","40","NO"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2011","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","38","NO"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2012","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","40","NO"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2013","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","52","NO"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2014","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","35","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2010","Capture Rate (%)","70","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2011","Capture Rate (%)","84","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2012","Capture Rate (%)","93","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2013","Capture Rate (%)","93","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2014","Capture Rate (%)","79","YES"
"BQ6","Bexley - Manor Road East Gravimetric","Industrial","51.477670796298","0.190836225974902","6706369.57357","20619.592703","http://www.londonair.org.uk/london/asp/publicstats.asp?site=BQ6","Bexley","King's College London","Site","","","","","",""
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2010","40 ug/m3 as an annual mean","30","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2012","40 ug/m3 as an annual mean","22","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2013","40 ug/m3 as an annual mean","33","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2014","40 ug/m3 as an annual mean","28","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2010","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","53","NO"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2011","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","2","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2012","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","3","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2013","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","56","NO"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2014","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","27","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2010","Capture Rate (%)","84","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2011","Capture Rate (%)","8","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2012","Capture Rate (%)","28","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2013","Capture Rate (%)","98","YES"
"","","","","","","","","","","Objective","PM10","PM10 Particulate","2014","Capture Rate (%)","78","YES"
"BQ7","Bexley - Belvedere West","Urban Background","51.4946486813055","0.137279111232178","6709278.28804","14951.9364255","http://www.londonair.org.uk/london/asp/publicstats.asp?site=BQ7","Bexley","King's College London","Site","","","","","",""
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2010","40 ug/m3 as an annual mean","20","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2011","40 ug/m3 as an annual mean","21","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2012","40 ug/m3 as an annual mean","19","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2013","40 ug/m3 as an annual mean","20","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2014","40 ug/m3 as an annual mean","19","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2015","40 ug/m3 as an annual mean","18","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2016","40 ug/m3 as an annual mean","18","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2017","40 ug/m3 as an annual mean","18","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2020","40 ug/m3 as an annual mean","18","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2021","40 ug/m3 as an annual mean","17","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2022","40 ug/m3 as an annual mean","17","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2010","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","1","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2011","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","6","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2013","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","1","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2014","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","1","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2015","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","1","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2016","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","1","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2017","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","0","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2018","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","3","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2019","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","2","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2022","50 ug/m3 as a 24 hour mean, not to be exceeded more than 35 times a year","0","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2010","Capture Rate (%)","33","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2011","Capture Rate (%)","98","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2012","Capture Rate (%)","98","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2013","Capture Rate (%)","96","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2016","Capture Rate (%)","99","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2017","Capture Rate (%)","95","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2018","Capture Rate (%)","99","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2019","Capture Rate (%)","100","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2020","Capture Rate (%)","98","YES"
"","","","","","","","","","","Objective","DUST","PM10 (not reference equiv.)","2022","Capture Rate (%)","15","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2010","40 ug/m3 as an annual mean","30","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2011","40 ug/m3 as an annual mean","24","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2012","40 ug/m3 as an annual mean","25","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2013","40 ug/m3 as an annual mean","24","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2014","40 ug/m3 as an annual mean","23","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2015","40 ug/m3 as an annual mean","22","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2016","40 ug/m3 as an annual mean","24","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2017","40 ug/m3 as an annual mean","21","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2018","40 ug/m3 as an annual mean","21","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2019","40 ug/m3 as an annual mean","21","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2022","40 ug/m3 as an annual mean","16","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2023","40 ug/m3 as an annual mean","14","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2024","40 ug/m3 as an annual mean","13","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2025","40 ug/m3 as an annual mean","14","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2026","40 ug/m3 as an annual mean","15","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2010","Capture Rate (%)","33","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2011","Capture Rate (%)","98","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2012","Capture Rate (%)","96","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2014","Capture Rate (%)","98","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2015","Capture Rate (%)","85","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2016","Capture Rate (%)","93","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2017","Capture Rate (%)","98","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2020","Capture Rate (%)","100","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2021","Capture Rate (%)","100","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2022","Capture Rate (%)","93","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2023","Capture Rate (%)","95","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2024","Capture Rate (%)","91","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2025","Capture Rate (%)","87","YES"
"","","","","","","","","","","Objective","NO2","Nitrogen Dioxide","2026","Capture Rate (%)","20","YES"
"","","","","","","","","","","Objective","O3","Ozone","2010","100 ug/m3 as an 8 hour mean, not to be exceeded more than 10 times a year","0","YES"
"","","","","","","","","","","Objective","O3","Ozone","2011","100 ug/m3 as an 8 hour mean, not to be exceeded more than 10 times a year","24","NO"
"","","","","","","","","","","Objective","O3","Ozone","2012","100 ug/m3 as an 8 hour mean, not to be exceeded more than 10 times a year","11","NO"
"","","","","","","","","","","Objective","O3","Ozone","2013","100 ug/m3 as an 8 hour mean, not to be exceeded more than 10 times a year","20","NO"
"","","","","","","","","","","Objective","O3","Ozone","2014","100 ug/m3 as an 8 hour mean, not to be exceeded more than 10 times a year","10","YES"
"","","","","","","","","","","Objective","O3","Ozone","2015","100 ug/m3 as an 8 hour mean, not to be exceeded more than 10 times a year","7","YES"
"","","","","","","","","","","Objective","O3","Ozone","2016","100 ug/m3 as an 8 hour mean, not to be exceeded more than 10 times a year","3","YES"
"","","","","","","","","","","Objective","O3","Ozone","2017","100 ug/m3 as an 8 hour mean, not to be exceeded more than 10 times a year","12","NO"
"","","","","","","","","","","Objective","O3","Ozone","2018","100 ug/m3 as an 8 hour mean, not to be exceeded more than 10 times a year","34","NO"
"","","","","","","","","","","Objective","O3","Ozone","2019","100 ug/m3 as an 8 hour mean, not to be exceeded more than 10 times a year","23","NO"
"","","","","","","","","","","Objective","O3","Ozone","2020","100 ug/m3 as an 8 hour mean, not to be exceeded more than 10 times a year","29","NO"
"","","","","","","","","","","Objective","O3","Ozone","2021","100 ug/m3 as an 8 hour mean, not to be exceeded more than 10 times a year","9","YES"
"","","","","","","","","","","Objective","O3","Ozone","2022","100 ug/m3 as an 8 hour mean, not to be exceeded more than 10 times a year","28","NO"
"","","","","","","","","","","Objective","O3","Ozone","2023","100 ug/m3 as an 8 hour mean, not to be exceeded more than 10 times a year","21","NO"
"","","","","","","","","","","Objective","O3","Ozone","2024","100 ug/m3 as an 8 hour mean, not to be exceeded more than 10 times a year","18","NO"
"","","","","","","","","","","Objective","O3","Ozone","2025","100 ug/m3 as an 8 hour mean, not to be exceeded more than 10 times a year","25","NO"
"","","","","","","","","","","Objective","O3","Ozone","2026","100 ug/m3 as an 8 hour mean, not to be exceeded more than 10 times a year","0","YES"
"","","","","","","","","","","Objective","O3","Ozone","2010","Capture Rate (%)","29","YES"
