facility,facility_key,location,facility_lat,facility_lon,control_site,control_lat,control_lon,query_point_role,query_point_lat,query_point_lon,candidate_source,candidate_status,candidate_review_class,monitoring_site_name,openaq_location_id,monitoring_site_lat,monitoring_site_lon,distance_query_to_monitor_km,pollutants,monitoring_provider_text,provider_class,distance_score,pollutant_score,official_hint_score,source_score,relevance_score,suggested_action,review_note
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Greenwich - A206 Burrage Grove,225747,51.490532,0.074003,5.427,no2;pm10;pm25,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Greenwich | Europe/London,official_or_governmental_candidate,32,27,15,5,79,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Bexley - Belvedere,225714,51.4906102082147,0.158914493927518,5.781,no2;pm10;pm25,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Bexley | Europe/London,official_or_governmental_candidate,32,27,15,5,79,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,facility,51.49,0.17,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Greenwich - A206 Burrage Grove,225747,51.490532,0.074003,6.647,no2;pm10;pm25,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Greenwich | Europe/London,official_or_governmental_candidate,32,27,15,5,79,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Bromley - Harwood Avenue,225725,51.405545999999994,0.018882,7.964,no2;pm10;pm25,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Bromley | Europe/London,official_or_governmental_candidate,32,27,15,5,79,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Greenwich - John Harrison Way,225755,51.4937746695818,0.0107796237032558,8.664,no2;pm10;pm25,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Greenwich | Europe/London,official_or_governmental_candidate,32,27,15,5,79,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Greenwich - Fiveways Sidcup Rd A20,225769,51.4346627060562,0.0642224671704697,3.597,no2;pm10,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Greenwich | Europe/London,official_or_governmental_candidate,40,18,15,5,78,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Tower Hamlets - Millwall Park,4619882,51.4891342634,-0.0129769309432,9.786,no2;o3;pm10,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Tower Hamlets | Europe/London,official_or_governmental_candidate,32,24,15,5,76,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Broadway Street,223804,51.45788,0.135353,1.99,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,community_or_uncertain_candidate,45,27,0,0,72,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Southwark - A2 Old Kent Road,146,51.4804994936467,-0.0595528932573422,12.41,no2;pm10;pm25,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Southwark | Europe/London,official_or_governmental_candidate,25,27,15,5,72,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Newham - Britannia Gate,227058,51.503858,0.020574415,8.875,no2;pm25,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Newham | Europe/London,official_or_governmental_candidate,32,19,15,5,71,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,facility,51.49,0.17,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Newham - East Ham Town Hall,426753,51.5330166040173,0.0550002064487128,9.285,no2;pm25,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Newham | Europe/London,official_or_governmental_candidate,32,19,15,5,71,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,facility,51.49,0.17,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Barking and Dagenham - Scrattons Farm,225727,51.529389,0.132857,5.078,no2;pm10,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Barking and Dagenham | Europe/London,official_or_governmental_candidate,32,18,15,5,70,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,facility,51.49,0.17,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Thurrock - London Road (Purfleet),225836,51.478697,0.255133,6.027,no2;pm10,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Thurrock | Europe/London,official_or_governmental_candidate,32,18,15,5,70,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,facility,51.49,0.17,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Dartford Roadside 2 - Town Centre,225746,51.4426702340503,0.216185856662181,6.159,no2;pm10,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Dartford | Europe/London,official_or_governmental_candidate,32,18,15,5,70,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,facility,51.49,0.17,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Dartford - Town Centre,4990521,51.442557781389,0.215950164318913,6.161,no2;pm10,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Dartford | Europe/London,official_or_governmental_candidate,32,18,15,5,70,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Dartford - Town Centre,4990521,51.442557781389,0.215950164318913,7.248,no2;pm10,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Dartford | Europe/London,official_or_governmental_candidate,32,18,15,5,70,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Dartford Roadside 2 - Town Centre,225746,51.4426702340503,0.216185856662181,7.264,no2;pm10,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Dartford | Europe/London,official_or_governmental_candidate,32,18,15,5,70,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,facility,51.49,0.17,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Barking and Dagenham - Rush Green,225708,51.563752,0.177891,8.219,no2;so2,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Barking and Dagenham | Europe/London,official_or_governmental_candidate,32,18,15,5,70,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Greenwich - Trafalgar Road (Hoskins St),225800,51.4839072533485,0.000407396935849736,8.695,no2;pm10,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Greenwich | Europe/London,official_or_governmental_candidate,32,18,15,5,70,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,facility,51.49,0.17,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Dartford - St Clements 2,225740,51.448823581151,0.279379130223739,8.852,no2;pm10,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Dartford | Europe/London,official_or_governmental_candidate,32,18,15,5,70,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Greenwich - Blackheath,225710,51.472504,-0.012381,9.026,no2;pm10,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Greenwich | Europe/London,official_or_governmental_candidate,32,18,15,5,70,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Lewisham - Loampit Vale,225776,51.4646910611736,-0.0160682432041527,9.051,no2;pm10,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Lewisham | Europe/London,official_or_governmental_candidate,32,18,15,5,70,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Barking and Dagenham - Scrattons Farm,225727,51.529389,0.132857,9.196,no2;pm10,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Barking and Dagenham | Europe/London,official_or_governmental_candidate,32,18,15,5,70,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,facility,51.49,0.17,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Havering - Romford,225789,51.572976,0.179079,9.248,no2;pm10,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Havering | Europe/London,official_or_governmental_candidate,32,18,15,5,70,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,facility,51.49,0.17,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Greenwich - Fiveways Sidcup Rd A20,225769,51.4346627060562,0.0642224671704697,9.569,no2;pm10,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Greenwich | Europe/London,official_or_governmental_candidate,32,18,15,5,70,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Camden - Bloomsbury,148,51.52228699999999,-0.125848,18.419,no2;o3;pm10;pm25;so2,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Camden | Europe/London,official_or_governmental_candidate,14,35,15,5,69,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Westminster - Marylebone Road,154,51.52254,-0.15459,20.227,co;no2;o3;pm10;pm25;so2,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Westminster | Europe/London,official_or_governmental_candidate,14,35,15,5,69,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,facility,51.49,0.17,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Camden - Bloomsbury,148,51.52228699999999,-0.125848,20.788,no2;o3;pm10;pm25;so2,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Camden | Europe/London,official_or_governmental_candidate,14,35,15,5,69,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,facility,51.49,0.17,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Westminster - Marylebone Road,154,51.52254,-0.15459,22.755,co;no2;o3;pm10;pm25;so2,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Westminster | Europe/London,official_or_governmental_candidate,14,35,15,5,69,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Kensington and Chelsea - North Ken,155,51.5210467476039,-0.213492139585065,23.947,co;no2;o3;pm10;pm25;so2,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Kensington and Chelsea | Europe/London,official_or_governmental_candidate,14,35,15,5,69,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,facility,51.49,0.17,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Woolwich Road,223716,51.481228,0.126787,3.147,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,community_or_uncertain_candidate,40,27,0,0,67,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Woolwich Road,223716,51.481228,0.126787,3.867,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,community_or_uncertain_candidate,40,27,0,0,67,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,facility,51.49,0.17,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Broadway Street,223804,51.45788,0.135353,4.303,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,community_or_uncertain_candidate,40,27,0,0,67,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Haimo Road,223714,51.455253,0.040655,4.993,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,community_or_uncertain_candidate,40,27,0,0,67,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,London Haringey Priory Park South - UKA00568,150,51.58412799971813,-0.1252540000016108,22.334,no2;o3;pm10;pm25,EEA | Unknown Governmental Organization | United Kingdom | London | Europe/London,official_or_governmental_candidate,14,33,15,5,67,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,facility,51.49,0.17,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,London Haringey Priory Park South - UKA00568,150,51.58412799971813,-0.1252540000016108,22.947,no2;o3;pm10;pm25,EEA | Unknown Governmental Organization | United Kingdom | London | Europe/London,official_or_governmental_candidate,14,33,15,5,67,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Tower Hamlets - Mile End Road,151,51.5225294860844,-0.0421550991900347,13.515,no2;pm25,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Tower Hamlets | Europe/London,official_or_governmental_candidate,25,19,15,5,64,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Greenwich - Tunnel Avenue,227059,51.495057,0.0041074676,9.122,no2,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Greenwich | Europe/London,official_or_governmental_candidate,32,10,15,5,62,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Lewisham - Catford,225804,51.445468,-0.020266,9.149,no2,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Europe/London,official_or_governmental_candidate,32,10,15,5,62,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Lewisham - Laurence House Catford,270712,51.4447808,-0.0221832,9.284,no2,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Lewisham | Europe/London,official_or_governmental_candidate,32,10,15,5,62,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Newham - Hoola Tower,227060,51.508198,0.015002152,9.489,no2,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Newham | Europe/London,official_or_governmental_candidate,32,10,15,5,62,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,facility,51.49,0.17,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Southwark - A2 Old Kent Road,146,51.4804994936467,-0.0595528932573422,15.93,no2;pm10;pm25,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Southwark | Europe/London,official_or_governmental_candidate,14,27,15,5,61,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,facility,51.49,0.17,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Thurrock - Stanford-le-Hope,2489,51.518162,0.439548,18.918,no2;pm10;pm25,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Thurrock | Europe/London,official_or_governmental_candidate,14,27,15,5,61,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Camden - Swiss Cottage,152,51.544219,-0.175284,22.578,no2;pm10;pm25,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Camden | Europe/London,official_or_governmental_candidate,14,27,15,5,61,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Thurrock - Stanford-le-Hope,2489,51.518162,0.439548,24.015,no2;pm10;pm25,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Thurrock | Europe/London,official_or_governmental_candidate,14,27,15,5,61,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,facility,51.49,0.17,OpenAQ v3 locations,candidate_needs_review,local_or_official_candidate_needs_review,Camden - Swiss Cottage,152,51.544219,-0.175284,24.641,no2;pm10;pm25,London Air Quality Network | Unknown Governmental Organization | United Kingdom | Camden | Europe/London,official_or_governmental_candidate,14,27,15,5,61,review_as_local_or_official_overlay_candidate,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,facility,51.49,0.17,OpenAQ v3 locations,candidate_needs_review,plausible_candidate_needs_review,Bonington Road,223758,51.544414,0.21182,6.707,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,community_or_uncertain_candidate,32,27,0,0,59,review_geography_and_source_before_use,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,facility,51.49,0.17,OpenAQ v3 locations,candidate_needs_review,plausible_candidate_needs_review,Wood Lane,223774,51.561372,0.148582,8.073,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,community_or_uncertain_candidate,32,27,0,0,59,review_geography_and_source_before_use,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,facility,51.49,0.17,OpenAQ v3 locations,candidate_needs_review,plausible_candidate_needs_review,Station Parade,223752,51.539063,0.080874,8.234,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,community_or_uncertain_candidate,32,27,0,0,59,review_geography_and_source_before_use,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,plausible_candidate_needs_review,Hendon Street,223815,51.495027,0.010292,8.774,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,community_or_uncertain_candidate,32,27,0,0,59,review_geography_and_source_before_use,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,control,51.447741800347096,0.1116948458229027,OpenAQ v3 locations,candidate_needs_review,plausible_candidate_needs_review,Newham University Hospital,223802,51.522407,0.037865,9.75,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,community_or_uncertain_candidate,32,27,0,0,59,review_geography_and_source_before_use,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,facility,51.49,0.17,OpenAQ v3 locations,candidate_needs_review,plausible_candidate_needs_review,Haimo Road,223714,51.455253,0.040655,9.756,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,community_or_uncertain_candidate,32,27,0,0,59,review_geography_and_source_before_use,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
Crossness Sludge Plant,crossness,London,51.49,0.17,Crayford,51.447741800347096,0.1116948458229027,facility,51.49,0.17,OpenAQ v3 locations,candidate_needs_review,plausible_candidate_needs_review,Newham University Hospital,223802,51.522407,0.037865,9.83,no;no2;nox;pm25,london stationary | Unknown Research Organization | United Kingdom | Europe/London,community_or_uncertain_candidate,32,27,0,0,59,review_geography_and_source_before_use,"Candidate only; compare against DEFRA/AURN, local geography, control-site role and source provenance before validation."
